Date,Sell
2022-02-04,22780.0
2022-02-05,22780.0
2022-02-06,22780.0
2022-02-07,22810.0
2022-02-08,22880.0
2022-02-09,22830.0
2022-02-10,22820.0
2022-02-11,22830.0
2022-02-12,22830.0
2022-02-13,22830.0
2022-02-14,22860.0
2022-02-15,22890.0
2022-02-16,22900.0
2022-02-17,22930.0
2022-02-18,22980.0
2022-02-19,22980.0
2022-02-20,22980.0
2022-02-21,22930.0
2022-02-22,22940.0
2022-02-23,22960.0
2022-02-24,22960.0
2022-02-25,22960.0
2022-02-26,22960.0
2022-02-27,22960.0
2022-02-28,22950.0
2022-03-01,22950.0
2022-03-02,22980.0
2022-03-03,22980.0
2022-03-04,22980.0
2022-03-05,22980.0
2022-03-06,22980.0
2022-03-07,22990.0
2022-03-08,22990.0
2022-03-09,22990.0
2022-03-10,22980.0
2022-03-11,23010.0
2022-03-12,23010.0
2022-03-13,23010.0
2022-03-14,23030.0
2022-03-15,23030.0
2022-03-16,23020.0
2022-03-17,23020.0
2022-03-18,23000.0
2022-03-19,23000.0
2022-03-20,23000.0
2022-03-21,23010.0
2022-03-22,23015.0
2022-03-23,23020.0
2022-03-24,23015.0
2022-03-25,23010.0
2022-03-26,23010.0
2022-03-27,23010.0
2022-03-28,23015.0
2022-03-29,23020.0
2022-03-30,23000.0
2022-03-31,22980.0
2022-04-01,22980.0
2022-04-02,22980.0
2022-04-03,22980.0
2022-04-04,22980.0
2022-04-05,23010.0
2022-04-06,23010.0
2022-04-07,23000.0
2022-04-08,23000.0
2022-04-09,23000.0
2022-04-10,23000.0
2022-04-11,23000.0
2022-04-12,23025.0
2022-04-13,23020.0
2022-04-14,23040.0
2022-04-15,23040.0
2022-04-16,23040.0
2022-04-17,23040.0
2022-04-18,23060.0
2022-04-19,23095.0
2022-04-20,23105.0
2022-04-21,23105.0
2022-04-22,23110.0
2022-04-23,23110.0
2022-04-24,23110.0
2022-04-25,23120.0
2022-04-26,23120.0
2022-04-27,23105.0
2022-04-28,23090.0
2022-04-29,23095.0
2022-04-30,23095.0
2022-05-01,23095.0
2022-05-02,23095.0
2022-05-03,23095.0
2022-05-04,23110.0
2022-05-05,23090.0
2022-05-06,23090.0
2022-05-07,23090.0
2022-05-08,23090.0
2022-05-09,23095.0
2022-05-10,23075.0
2022-05-11,23200.0
2022-05-12,23230.0
2022-05-13,23230.0
2022-05-14,23230.0
2022-05-15,23230.0
2022-05-16,23230.0
2022-05-17,23270.0
2022-05-18,23280.0
2022-05-19,23305.0
2022-05-20,23310.0
2022-05-21,23310.0
2022-05-22,23310.0
2022-05-23,23315.0
2022-05-24,23350.0
2022-05-25,23350.0
2022-05-26,23340.0
2022-05-27,23340.0
2022-05-28,23340.0
2022-05-29,23340.0
2022-05-30,23330.0
2022-05-31,23330.0
2022-06-01,23340.0
2022-06-02,23350.0
2022-06-03,23340.0
2022-06-04,23340.0
2022-06-05,23340.0
2022-06-06,23335.0
2022-06-07,23325.0
2022-06-08,23330.0
2022-06-09,23310.0
2022-06-10,23310.0
2022-06-11,23310.0
2022-06-12,23310.0
2022-06-13,23340.0
2022-06-14,23370.0
2022-06-15,23360.0
2022-06-16,23370.0
2022-06-17,23380.0
2022-06-18,23380.0
2022-06-19,23380.0
2022-06-20,23380.0
2022-06-21,23380.0
2022-06-22,23385.0
2022-06-23,23390.0
2022-06-24,23390.0
2022-06-25,23390.0
2022-06-26,23390.0
2022-06-27,23390.0
2022-06-28,23390.0
2022-06-29,23380.0
2022-06-30,23415.0
2022-07-01,23440.0
2022-07-02,23440.0
2022-07-03,23440.0
2022-07-04,23470.0
2022-07-05,23490.0
2022-07-06,23505.0
2022-07-07,23490.0
2022-07-08,23500.0
2022-07-09,23500.0
2022-07-10,23500.0
2022-07-11,23490.0
2022-07-12,23520.0
2022-07-13,23530.0
2022-07-14,23545.0
2022-07-15,23580.0
2022-07-16,23580.0
2022-07-17,23580.0
2022-07-18,23590.0
2022-07-19,23570.0
2022-07-20,23560.0
2022-07-21,23560.0
2022-07-22,23550.0
2022-07-23,23550.0
2022-07-24,23550.0
2022-07-25,23530.0
2022-07-26,23495.0
2022-07-27,23510.0
2022-07-28,23520.0
2022-07-29,23480.0
2022-07-30,23480.0
2022-07-31,23480.0
2022-08-01,23490.0
2022-08-02,23500.0
2022-08-03,23530.0
2022-08-04,23540.0
2022-08-05,23530.0
2022-08-06,23530.0
2022-08-07,23530.0
2022-08-08,23530.0
2022-08-09,23530.0
2022-08-10,23530.0
2022-08-11,23530.0
2022-08-12,23530.0
2022-08-13,23530.0
2022-08-14,23530.0
2022-08-15,23540.0
2022-08-16,23540.0
2022-08-17,23545.0
2022-08-18,23540.0
2022-08-19,23545.0
2022-08-20,23545.0
2022-08-21,23545.0
2022-08-22,23545.0
2022-08-23,23570.0
2022-08-24,23610.0
2022-08-25,23560.0
2022-08-26,23570.0
2022-08-27,23570.0
2022-08-28,23570.0
2022-08-29,23550.0
2022-08-30,23570.0
2022-08-31,23600.0
2022-09-01,23600.0
2022-09-02,23600.0
2022-09-03,23600.0
2022-09-04,23600.0
2022-09-05,23680.0
2022-09-06,23680.0
2022-09-07,23740.0
2022-09-08,23670.0
2022-09-09,23690.0
2022-09-10,23690.0
2022-09-11,23690.0
2022-09-12,23670.0
2022-09-13,23690.0
2022-09-14,23730.0
2022-09-15,23740.0
2022-09-16,23795.0
2022-09-17,23795.0
2022-09-18,23795.0
2022-09-19,23810.0
2022-09-20,23810.0
2022-09-21,23825.0
2022-09-22,23845.0
2022-09-23,23845.0
2022-09-24,23845.0
2022-09-25,23845.0
2022-09-26,23870.0
2022-09-27,23875.0
2022-09-28,23890.0
2022-09-29,23950.0
2022-09-30,24010.0
2022-10-01,24010.0
2022-10-02,24010.0
2022-10-03,24040.0
2022-10-04,24030.0
2022-10-05,24020.0
2022-10-06,24015.0
2022-10-07,24020.0
2022-10-08,24020.0
2022-10-09,24020.0
2022-10-10,24020.0
2022-10-11,24070.0
2022-10-12,24080.0
2022-10-13,24200.0
2022-10-14,24230.0
2022-10-15,24230.0
2022-10-16,24230.0
2022-10-17,24440.0
2022-10-18,24550.0
2022-10-19,24630.0
2022-10-20,24670.0
2022-10-21,24870.0
2022-10-22,24870.0
2022-10-23,24870.0
2022-10-24,24885.0
2022-10-25,24888.0
2022-10-26,24882.0
2022-10-27,24877.0
2022-10-28,24877.0
2022-10-29,24877.0
2022-10-30,24877.0
2022-10-31,24879.0
2022-11-01,24881.0
2022-11-02,24872.0
2022-11-03,24871.0
2022-11-04,24877.0
2022-11-05,24877.0
2022-11-06,24877.0
2022-11-07,24874.0
2022-11-08,24872.0
2022-11-09,24872.0
2022-11-10,24870.0
2022-11-11,24860.0
2022-11-12,24860.0
2022-11-13,24860.0
2022-11-14,24855.0
2022-11-15,24860.0
2022-11-16,24860.0
2022-11-17,24860.0
2022-11-18,24858.0
2022-11-19,24858.0
2022-11-20,24858.0
2022-11-21,24857.0
2022-11-22,24857.0
2022-11-23,24855.0
2022-11-24,24854.0
2022-11-25,24840.0
2022-11-26,24840.0
2022-11-27,24840.0
2022-11-28,24840.0
2022-11-29,24850.0
2022-11-30,24800.0
2022-12-01,24640.0
2022-12-02,24240.0
2022-12-03,24240.0
2022-12-04,24240.0
2022-12-05,24070.0
2022-12-06,24180.0
2022-12-07,24020.0
2022-12-08,23880.0
2022-12-09,23700.0
2022-12-10,23700.0
2022-12-11,23700.0
2022-12-12,23840.0
2022-12-13,23750.0
2022-12-14,23650.0
2022-12-15,23630.0
2022-12-16,23720.0
2022-12-17,23720.0
2022-12-18,23720.0
2022-12-19,23820.0
2022-12-20,23880.0
2022-12-21,23860.0
2022-12-22,23820.0
2022-12-23,23750.0
2022-12-24,23750.0
2022-12-25,23750.0
2022-12-26,23800.0
2022-12-27,23750.0
2022-12-28,23750.0
2022-12-29,23780.0
2022-12-30,23730.0
2022-12-31,23730.0
2023-01-01,23730.0
2023-01-02,23730.0
2023-01-03,23690.0
2023-01-04,23670.0
2023-01-05,23660.0
2023-01-06,23630.0
2023-01-07,23630.0
2023-01-08,23630.0
2023-01-09,23620.0
2023-01-10,23620.0
2023-01-11,23610.0
2023-01-12,23610.0
2023-01-13,23610.0
2023-01-14,23610.0
2023-01-15,23610.0
2023-01-16,23610.0
2023-01-17,23600.0
2023-01-18,23600.0
2023-01-19,23620.0
2023-01-20,23620.0
2023-01-21,23620.0
2023-01-22,23620.0
2023-01-23,23620.0
2023-01-24,23620.0
2023-01-25,23620.0
2023-01-26,23620.0
2023-01-27,23630.0
2023-01-28,23630.0
2023-01-29,23630.0
2023-01-30,23620.0
2023-01-31,23620.0
2023-02-01,23620.0
2023-02-02,23620.0
2023-02-03,23620.0
2023-02-04,23620.0
2023-02-05,23620.0
2023-02-06,23640.0
2023-02-07,23790.0
2023-02-08,23770.0
2023-02-09,23730.0
2023-02-10,23745.0
2023-02-11,23745.0
2023-02-12,23745.0
2023-02-13,23770.0
2023-02-14,23770.0
2023-02-15,23790.0
2023-02-16,23840.0
2023-02-17,23980.0
2023-02-18,23980.0
2023-02-19,23980.0
2023-02-20,23900.0
2023-02-21,23880.0
2023-02-22,23950.0
2023-02-23,23990.0
2023-02-24,23970.0
2023-02-25,23970.0
2023-02-26,23970.0
2023-02-27,23990.0
2023-02-28,23940.0
2023-03-01,23920.0
2023-03-02,23875.0
2023-03-03,23890.0
2023-03-04,23890.0
2023-03-05,23890.0
2023-03-06,23870.0
2023-03-07,23830.0
2023-03-08,23880.0
2023-03-09,23875.0
2023-03-10,23840.0
2023-03-11,23840.0
2023-03-12,23840.0
2023-03-13,23740.0
2023-03-14,23740.0
2023-03-15,23750.0
2023-03-16,23750.0
2023-03-17,23750.0
2023-03-18,23750.0
2023-03-19,23750.0
2023-03-20,23750.0
2023-03-21,23750.0
2023-03-22,23690.0
2023-03-23,23670.0
2023-03-24,23680.0
2023-03-25,23680.0
2023-03-26,23680.0
2023-03-27,23680.0
2023-03-28,23660.0
2023-03-29,23650.0
2023-03-30,23640.0
2023-03-31,23630.0
2023-04-01,23630.0
2023-04-02,23630.0
2023-04-03,23650.0
2023-04-04,23635.0
2023-04-05,23620.0
2023-04-06,23620.0
2023-04-07,23620.0
2023-04-08,23620.0
2023-04-09,23620.0
2023-04-10,23620.0
2023-04-11,23630.0
2023-04-12,23630.0
2023-04-13,23610.0
2023-04-14,23620.0
2023-04-15,23620.0
2023-04-16,23620.0
2023-04-17,23660.0
2023-04-18,23700.0
2023-04-19,23645.0
2023-04-20,23660.0
2023-04-21,23660.0
2023-04-22,23660.0
2023-04-23,23660.0
2023-04-24,23650.0
2023-04-25,23650.0
2023-04-26,23650.0
2023-04-27,23630.0
2023-04-28,23630.0
2023-04-29,23630.0
2023-04-30,23630.0
2023-05-01,23630.0
2023-05-02,23630.0
2023-05-03,23630.0
2023-05-04,23620.0
2023-05-05,23620.0
2023-05-06,23620.0
2023-05-07,23620.0
2023-05-08,23630.0
2023-05-09,23630.0
2023-05-10,23640.0
2023-05-11,23640.0
2023-05-12,23640.0
2023-05-13,23640.0
2023-05-14,23640.0
2023-05-15,23620.0
2023-05-16,23620.0
2023-05-17,23625.0
2023-05-18,23620.0
2023-05-19,23660.0
2023-05-20,23660.0
2023-05-21,23660.0
2023-05-22,23615.0
2023-05-23,23630.0
2023-05-24,23660.0
2023-05-25,23640.0
2023-05-26,23660.0
2023-05-27,23660.0
2023-05-28,23660.0
2023-05-29,23650.0
