Date,Sell
2022-11-13,26087.09
2022-11-14,26259.72
2022-11-15,26334.39
2022-11-16,26453.45
2022-11-17,26499.84
2022-11-18,26487.99
2022-11-19,26487.99
2022-11-20,26487.99
2022-11-21,26138.16
2022-11-22,26176.78
2022-11-23,26327.69
2022-11-24,26611.06
2022-11-25,26565.16
2022-11-26,26565.16
2022-11-27,26565.16
2022-11-28,26646.75
2022-11-29,26391.35
2022-11-30,26212.4
2022-12-01,26303.05
2022-12-02,26077.28
2022-12-03,26077.28
2022-12-04,26077.28
2022-12-05,25950.11
2022-12-06,25912.37
2022-12-07,25667.44
2022-12-08,25683.18
2022-12-09,25607.39
2022-12-10,25607.39
2022-12-11,25607.39
2022-12-12,25664.33
2022-12-13,25616.83
2022-12-14,25706.64
2022-12-15,25740.49
2022-12-16,25808.64
2022-12-17,25808.64
2022-12-18,25808.64
2022-12-19,25942.36
2022-12-20,25883.65
2022-12-21,25883.79
2022-12-22,25903.38
2022-12-23,25741.91
2022-12-24,25741.91
2022-12-25,25741.91
2022-12-26,25825.61
2022-12-27,25825.62
2022-12-28,25819.57
2022-12-29,25845.09
2022-12-30,25841.35
2022-12-31,25841.35
2023-01-01,25841.35
2023-01-02,25841.35
2023-01-03,25555.44
2023-01-04,25559.11
2023-01-05,25667.96
2023-01-06,25393.74
2023-01-07,25393.74
2023-01-08,25393.74
2023-01-09,25771.54
2023-01-10,25869.14
2023-01-11,25912.57
2023-01-12,25963.24
2023-01-13,26190.03
2023-01-14,26190.03
2023-01-15,26190.03
2023-01-16,26062.16
2023-01-17,26053.47
2023-01-18,25976.29
2023-01-19,26108.0
2023-01-20,26108.0
2023-01-21,26108.0
2023-01-22,26108.0
2023-01-23,26108.0
2023-01-24,26108.0
2023-01-25,26108.0
2023-01-26,26108.0
2023-01-27,26249.47
2023-01-28,26249.47
2023-01-29,26249.47
2023-01-30,26204.51
2023-01-31,26185.21
2023-02-01,26204.51
2023-02-02,26595.37
2023-02-03,26286.54
2023-02-04,26286.54
2023-02-05,26286.54
2023-02-06,26050.56
2023-02-07,26055.52
2023-02-08,26042.87
2023-02-09,26031.59
2023-02-10,26012.43
2023-02-11,26012.43
2023-02-12,26012.43
2023-02-13,25927.64
2023-02-14,26051.47
2023-02-15,26049.23
2023-02-16,26055.62
2023-02-17,26050.37
2023-02-18,26050.37
2023-02-19,26050.37
2023-02-20,26114.28
2023-02-21,26028.87
2023-02-22,26048.08
2023-02-23,26004.93
2023-02-24,25936.59
2023-02-25,25936.59
2023-02-26,25936.59
2023-02-27,25857.88
2023-02-28,25962.62
2023-03-01,25827.03
2023-03-02,25947.78
2023-03-03,25890.97
2023-03-04,25890.97
2023-03-05,25890.97
2023-03-06,25959.38
2023-03-07,25982.52
2023-03-08,25718.76
2023-03-09,25711.2
2023-03-10,25768.25
2023-03-11,25768.25
2023-03-12,25768.25
2023-03-13,25871.46
2023-03-14,25959.06
2023-03-15,26035.36
2023-03-16,25701.89
2023-03-17,25747.99
2023-03-18,25747.99
2023-03-19,25747.99
2023-03-20,25864.44
2023-03-21,25967.46
2023-03-22,26068.68
2023-03-23,26410.24
2023-03-24,26068.31
2023-03-25,26068.31
2023-03-26,26068.31
2023-03-27,26039.29
2023-03-28,26146.69
2023-03-29,26160.7
2023-03-30,26238.91
2023-03-31,26256.71
2023-04-01,26256.71
2023-04-02,26256.71
2023-04-03,26182.44
2023-04-04,26341.97
2023-04-05,26431.3
2023-04-06,26303.43
2023-04-07,26334.8
2023-04-08,26334.8
2023-04-09,26334.8
2023-04-10,26308.26
2023-04-11,26250.35
2023-04-12,26370.15
2023-04-13,26502.04
2023-04-14,26703.94
2023-04-15,26703.94
2023-04-16,26703.94
2023-04-17,26524.69
2023-04-18,26440.82
2023-04-19,26508.57
2023-04-20,26473.93
2023-04-21,26502.94
2023-04-22,26502.94
2023-04-23,26502.94
2023-04-24,26510.99
2023-04-25,26709.08
2023-04-26,26508.57
2023-04-27,26671.87
2023-04-28,26568.08
2023-04-29,26568.08
2023-04-30,26568.08
2023-05-01,26568.08
2023-05-02,26568.08
2023-05-03,26568.08
2023-05-04,26650.15
2023-05-05,26592.96
2023-05-06,26592.96
2023-05-07,26592.96
2023-05-08,26601.87
2023-05-09,26522.22
2023-05-10,26490.05
2023-05-11,26395.87
2023-05-12,26359.65
2023-05-13,26359.65
2023-05-14,26359.65
2023-05-15,26228.64
2023-05-16,26243.11
2023-05-17,26224.57
2023-05-18,26091.11
2023-05-19,26021.99
2023-05-20,26021.99
2023-05-21,26021.99
2023-05-22,26059.02
2023-05-23,26053.95
2023-05-24,26048.57
2023-05-25,25934.65
2023-05-26,25915.65
2023-05-27,25915.65
